,age_h,age_mean_h,age_max_h,emb0,emb1,emb2,dist_src_km,dist_tank_km,path_len_km,path_mean_rough,path_min_rough,path_mean_diam_m,path_min_diam_m,path_sum_L_over_D,path_wall_index,elevation_m,demand_lps,degree,inc_vel_mean_ms,inc_vel_min_ms,inc_abs_flow_m3s,inc_frac_sloshing,pressure_mean_m,pressure_min_m
J-111,101.21588897705078,53.96488571166992,106.48115539550781,-3508.329273133629,-559.2355736087887,921.2781410356632,4.791797936800002,2.0291596704000003,4.790797936800001,149.99999999999997,150.0,0.24668963863421184,0.1016,23083.572500000002,14541.739449762214,174.7404684,0.148892863504,3.0,0.05328163504600525,0.0003618763294070959,0.0017278845189139247,0.0,73.47107696533203,71.09172058105469
J-112,72.71663665771484,45.83689880371094,100.15978240966797,-3276.532630429526,-338.0845285314799,1009.0103534891219,4.236742506400001,1.4077590336,4.235742506400001,143.84908446142933,140.0,0.3550785108765741,0.15239999999999998,12831.051500000001,9132.768524213487,210.31187808,0.105360627988,2.0,0.08384078741073608,0.005646590143442154,0.0027188952080905437,0.0,37.94891357421875,35.59943771362305
J-113,50.56715393066406,27.085988998413086,50.98019790649414,-4013.806663222488,-388.4773858079597,1380.9474321029736,4.690875608799999,1.4159383415999998,4.6898756088,144.44469393791312,140.0,0.3612419095908026,0.30479999999999996,13249.781,9396.551579844465,214.37172264,0.047948549264,3.0,0.16945719718933105,0.00079287652624771,0.012313351035118103,0.0,34.171451568603516,32.06132888793945
J-114,156.16041564941406,147.2365264892578,161.290771484375,-4386.722195083373,-723.0614646379286,1482.2035423613743,5.605004946400002,2.386383746400001,5.6040049464,145.35087947830294,140.0,0.3148036045124501,0.15239999999999998,20142.3615,13738.60520986693,177.45175584,0.029652392308,1.0,0.0009139522444456816,0.00019110360881313682,2.9638802516274154e-05,0.0,70.84423065185547,68.53813934326172
J-115,120.24384307861328,118.6864013671875,121.16829681396484,-6327.402797783647,-318.1936972126008,2363.5215281915175,5.882244930400001,1.9641342480000001,5.881244930400001,149.99999999999997,150.0,0.29899586852280974,0.2032,19925.305500000002,12552.155912518048,191.18506848,0.006309019640000001,1.0,0.0001944579416885972,4.066012843395583e-05,6.306128398136934e-06,0.0,58.26225280761719,56.523826599121094
J-116,15.062973976135254,9.859203338623047,28.579341888427734,-2643.405557645503,2841.252592975623,-1122.2724907188574,1.9965579088,2.7019977456000004,1.9955579088000002,149.99999999999997,150.0,0.26901947089294104,0.2032,7699.955000000001,4850.66769387164,201.53116920000002,0.049210353192000005,3.0,0.02297419123351574,0.0023826956748962402,0.0007450362318195403,0.0,46.730499267578125,43.993656158447266
J-117,152.2906951904297,131.74903869628906,159.2906951904297,-4727.383637119227,-712.6486754016789,1828.5562729275873,5.875584136000001,1.3867342344000002,5.874584135999999,145.56501468072602,140.0,0.30966322143743996,0.15239999999999998,21473.952,14577.45466026195,198.47503104,0.019557960884,1.0,0.0006028195493854582,0.00012604708899743855,1.954899744305294e-05,0.0,49.8284912109375,47.53119659423828
J-118,118.51063537597656,96.804443359375,127.51056671142578,-4562.2259812081775,-654.6615364390481,1758.950142167648,5.672965288000001,1.1841153864,5.671965287999999,145.4065843006619,140.0,0.3134663926817459,0.15239999999999998,20476.812,13949.295822415863,190.46025408,0.049210353192000005,3.0,0.02065589837729931,0.00012604708899743855,0.0006698556826449931,0.0,57.843265533447266,55.54597854614258
J-119,144.48106384277344,142.97711181640625,145.39501953125,-6613.874611100977,-371.0815940397507,2504.966390867212,6.207016340800001,2.2889056584,6.206016340800001,150.0,150.0,0.29398270748323774,0.2032,21523.59,13559.0120551534,186.64385328000003,0.019557960884,1.0,0.0006028195493854582,0.000126047118101269,1.954899744305294e-05,0.0,62.8034553527832,61.065006256103516
J-12,70.26028442382812,66.37297821044922,72.09882354736328,3330.7276384140646,282.40328625105195,-2045.476290820202,8.2451691352,3.3006977928000008,8.2441691352,150.00000000000003,150.0,0.18577607528065407,0.1016,51770.963,32613.66302851432,180.98667384000004,0.018296156956000002,1.0,0.0022557119373232126,0.00047165999421849847,1.8287772036273964e-05,0.0,65.38496398925781,62.033058166503906
J-120,19.82815933227539,27.67279624938965,42.78898620605469,-2812.4441411326584,2986.505923979315,-1330.679089887079,2.2812261736,2.986666010400001,2.2802261736,150.0,150.0,0.2608024287477023,0.2032,9100.881500000001,5733.196087224415,199.27772184000003,0.044163137479999996,3.0,0.0016828993102535605,0.00011527373862918466,5.4575186368310824e-05,0.0,48.98380661010742,46.24689865112305
J-121,153.62261962890625,150.4445343017578,164.104736328125,-3760.004989523027,-656.8453757619006,927.4512471552406,5.1411502480000015,2.3785119816,5.140150248000001,149.99999999999994,150.0,0.24373384842632323,0.1016,24802.826000000005,15624.801287139931,197.6106792,0.005678117676,1.0,0.00017501211550552398,3.659411959233694e-05,5.675514785252744e-06,0.0,50.60084915161133,48.221492767333984
J-122,127.23800659179688,87.50369262695312,127.23800659179688,-3719.899255239002,-641.2922943491752,926.4726361447629,5.085476699200002,2.3228384328000002,5.084476699200001,149.99999999999997,150.0,0.24417768233921533,0.1016,24528.842000000004,15452.202182672732,197.58931272,0.041639529624000006,3.0,0.0007259761914610863,3.659411959233694e-05,2.3542879716842435e-05,0.0,50.62221908569336,48.242862701416016
J-123,14.796231269836426,11.211487770080566,31.10068702697754,-2680.8075418798785,2873.4042554191724,-1168.3931314832785,2.0595411712,2.764981008000001,2.0585411712,150.0,150.0,0.26700565398984616,0.2032,8009.912000000001,5045.9283683027725,201.9060732,0.070661019968,4.0,0.005153134930878878,4.0660088416188955e-05,0.0001671123900450766,0.0,46.35551834106445,43.618621826171875
J-124,99.28740692138672,82.73406982421875,100.86493682861328,-1078.7821077653596,-1406.0460312919265,-944.3416209888271,6.784060652800001,3.4847893728,6.783060652800001,150.0,150.0,0.2441328234356077,0.15239999999999998,29983.99850000001,18888.73543508316,201.59057472,0.030283294272,2.0,0.00040187963168136775,2.8461699912440963e-05,1.3032661627221387e-05,0.0,45.64229202270508,42.7081298828125
J-125,118.51063537597656,79.46279907226562,123.51046752929688,-4667.455602589573,-651.617948131364,1826.1553835141467,5.769631084000001,1.0487476104000002,5.768631084,145.48355684032853,140.0,0.3116186425889737,0.15239999999999998,20952.5295,14248.979068442546,209.99189904,0.08580266710400002,3.0,0.03451835736632347,0.005295067559927702,0.0011194050312042236,0.0,38.31111526489258,36.01323318481445
J-126,118.51063537597656,99.35079193115234,127.51054382324219,-4535.931129349328,-649.049557020381,1746.4453345703475,5.643351529600001,1.1750271648000004,5.6423515296,145.38247585898873,140.0,0.3140451234282062,0.15239999999999998,20331.075,13857.487265391599,199.35127008,0.039746823732,3.0,0.011608588509261608,9.35187708819285e-05,0.0003764579596463591,0.0,48.95140075683594,46.653133392333984
J-127,118.51063537597656,106.66543579101562,127.51060485839844,-4311.988662536103,-651.6427967523781,1563.2333445056556,5.446651592800003,1.6886172984000003,5.445651592800001,145.2156883421541,140.0,0.31804891037663,0.15239999999999998,19363.0635,13247.678232696444,179.28497544,0.07760094157200001,3.0,0.0209802333265543,0.00024543554172851145,0.0006803736905567348,0.0,69.01288604736328,66.70899200439453
J-128,118.51063537597656,80.9298324584961,124.51051330566406,-4710.750878598288,-657.659428910092,1850.0875869761394,5.815151440000001,1.0419292344,5.81415144,145.5189171336755,140.0,0.3107698075941139,0.15239999999999998,21176.547000000002,14390.101250339958,203.47942032,0.029652392308,3.0,0.021473100408911705,2.4397573724854738e-05,0.0006963568739593029,0.0,44.8251953125,42.52913284301758
J-129,120.24259185791016,128.0780487060547,135.4783935546875,-1957.3333369194388,-1087.382569994635,96.73508271138822,5.3139745912,2.5513363248000003,5.312974591199999,150.00000000000003,150.0,0.24597699521754868,0.1016,24160.4425,15220.12504026236,195.93879024,0.017034353028,1.0,0.0005250364192761481,0.00010978293721564114,1.7026546629494987e-05,0.0,51.56550598144531,48.77652359008789
J-13,15.633455276489258,8.621981620788574,25.13262367248535,-2680.88734058132,2741.4104849851133,-887.6978271485408,1.7142795807999998,2.4197194176000005,1.7132795807999999,150.0,150.0,0.2798638248452765,0.2032,6310.79,3975.548581233034,204.286866,0.027128784452000003,3.0,0.06792359054088593,3.659438152681105e-05,0.0022027124650776386,0.0,43.97993087768555,41.24367141723633
J-130,33.80795669555664,53.2648811340332,66.07453918457031,-1979.2192713755749,-1072.308660055062,121.66624584376119,5.2646896504,2.5020513840000005,5.2636896504,150.0,150.0,0.24752311084806278,0.15239999999999998,23477.9045,14790.153043485783,205.13097912,0.035961411948000004,3.0,0.04908554255962372,0.006174901034682989,0.0015918082790449262,0.0,42.33341979980469,39.52627182006836
J-131,107.66230010986328,97.39102935791016,110.55896759033203,-1084.666344876423,-1415.056989229129,-955.8501396947087,6.8005588672,3.5012875872,6.7995588672,150.0,150.0,0.24403350544892244,0.15239999999999998,30065.190500000004,18939.883190024688,204.9091152,0.030283294272,3.0,0.0010357532883062959,0.0001260290591744706,3.3588719816179946e-05,0.0,42.323753356933594,39.389591217041016
J-132,75.20946502685547,82.3692398071289,97.61639404296875,-1079.0104802904177,-1406.8949938386386,-945.4056600006955,6.784513585600001,3.4852423056000004,6.783513585600001,150.0,150.0,0.24413009036548158,0.15239999999999998,29986.227500000005,18890.139617093264,204.61214856,0.023343372668000004,3.0,0.0025711909402161837,0.00022727256873622537,8.338184125022963e-05,0.0,42.62071990966797,39.686553955078125
J-133,23.589691162109375,21.672670364379883,24.459524154663086,-5550.18695023444,-406.28014082085997,2117.4873889325518,6.295608899199999,1.1342891208,6.294608899200001,145.8609510428343,140.0,0.34302246891815275,0.2032,18903.931500000002,12958.443196956276,214.36699824000002,0.022712470704,1.0,0.0007000485784374177,0.00014637719141319394,2.2702064597979188e-05,0.0,34.648963928222656,32.91933822631836
J-134,75.3819351196289,87.31999969482422,99.90928649902344,-1093.8253877995703,-1428.443692121091,-972.9776167593197,6.8264790592,3.5272077792,6.825479059200001,150.0,150.0,0.24387843760795638,0.15239999999999998,30192.750500000006,19020.240954586985,204.31777272,0.043532235516,2.0,0.0018841061973944306,0.0001793511037249118,6.110018148319796e-05,0.0,42.91508865356445,39.98091506958008
J-135,94.02362823486328,57.1368408203125,103.06779479980469,-3280.8619985308374,-463.4386370140476,698.7907755664645,4.5534586624000015,1.7908203960000002,4.5524586624,149.99999999999997,150.0,0.24896649377660032,0.1016,21910.643000000004,13802.84016621588,171.02958936000002,0.338794354668,3.0,0.11510225385427475,0.003560073208063841,0.0015484929317608476,0.0,77.17212677001953,74.78675079345703
J-136,53.46824645996094,58.048885345458984,68.36687469482422,-1693.8874926873673,-1416.7340625753538,25.58805596010667,5.740665025600001,2.9780267591999996,5.739665025599999,150.00000000000003,150.0,0.23862939832685834,0.15239999999999998,26787.447500000002,16875.0344891019,207.52685952000002,0.05047215712000001,3.0,0.04537105932831764,0.002033733995631337,0.001004200428724289,0.0,39.925052642822266,37.11219787597656
J-137,50.23204040527344,57.33871841430664,66.81966400146484,-1873.2426429160946,-1349.6431660389155,17.069750391916287,5.691889710400001,2.9292514440000006,5.6908897104,150.00000000000003,150.0,0.24419589198119987,0.15239999999999998,25580.267000000003,16114.558427615591,207.61366656,0.07003011800400001,3.0,0.04462597891688347,0.004749647341668606,0.0014471877366304398,0.0,39.840694427490234,37.0289421081543
J-138,47.84959030151367,57.318241119384766,68.25790405273438,-2121.2708778310557,-1209.3025689620388,31.71339060948685,5.5333361032,2.7706978368,5.5323361032,150.00000000000003,150.0,0.2453708109363662,0.15239999999999998,24799.983500000002,15623.010624347768,204.63077184000002,0.058673882652000006,2.0,0.02252371609210968,0.002509304555132985,0.0007304276223294437,0.0,42.83217239379883,40.02436065673828
J-14,15.49432373046875,8.569645881652832,25.177013397216797,-2542.3350800568437,2751.826028277345,-992.8788291905597,1.8210354759999998,2.5264753128000006,1.820035476,149.99999999999997,150.0,0.2753670359866326,0.2032,6836.163500000001,4306.513147086506,205.1442684,0.015141647136,3.0,0.043205756694078445,3.252822352806106e-05,0.0014011311577633023,0.0,43.11764144897461,40.38094711303711
J-140,47.29526901245117,54.68967056274414,77.08868408203125,-1063.7030006352093,-1158.469783589527,-414.2334213559791,5.9170098088000005,2.8817593367999996,5.9160098088,150.0,150.0,0.2501319411271223,0.15239999999999998,25717.016000000007,16200.704899441631,203.96856336000002,0.059304784616,3.0,0.08620791882276535,0.013706694357097149,0.0027956597041338682,0.0,43.28757095336914,40.36627197265625
J-141,47.86933517456055,46.7434196472168,76.22972106933594,-1077.8340414550353,-1196.5275155706008,-150.07021302012802,5.604410281600001,2.5691598096,5.6034102816,149.99999999999997,150.0,0.25275015072978013,0.15239999999999998,24178.632500000007,15231.584022211156,207.77566776000003,0.047948549264,3.0,0.0446363128721714,0.00045565105392597616,0.0014475230127573013,0.0,39.490177154541016,36.57425308227539
J-142,117.29473114013672,121.78401947021484,127.3070068359375,-1126.3690413032011,-1475.8051107223382,-1033.5845447122438,6.9186545416000005,3.6193832616000003,6.917654541600001,150.0,150.0,0.24333641074216777,0.15239999999999998,30646.370000000003,19306.003332933382,206.99854968,0.05047215712000001,2.0,0.0009182984940707684,0.00012537743896245956,2.9779750548186712e-05,0.0,40.23431396484375,37.30013656616211
J-143,47.74193572998047,45.83170700073242,76.27620697021484,-1053.031073234613,-1177.376616753138,-72.46153515495283,5.5416614104,2.5064109383999997,5.5406614104,150.0,150.0,0.25331131406314095,0.15239999999999998,23869.829000000005,15037.05000724555,208.1784,0.0315450982,2.0,0.06812973320484161,0.013378654606640339,0.002209397265687585,0.0,39.0895881652832,36.174869537353516
J-144,80.00241088867188,72.81795501708984,88.34044647216797,-1084.2678570453784,-1414.7640742189426,-955.5136795505877,6.799324427200001,3.5000531472,6.798324427200001,149.99999999999997,150.0,0.24404091999834648,0.15239999999999998,30059.115500000004,18936.056179835636,203.45235408000002,0.029652392308,3.0,0.0061254254542291164,0.00012537743896245956,0.00019864302885252982,0.0,43.7805061340332,40.84633255004883
J-145,31.131200790405273,56.00202560424805,71.48924255371094,-42.25241647257827,-352.2657606854284,-1282.670232445343,5.570683551999999,1.9510217520000002,5.569683552,150.00000000000003,150.0,0.22188920881026028,0.15239999999999998,26169.221500000003,16485.576513605745,199.83599352000002,0.08201725532000001,3.0,0.09189337491989136,0.002883033361285925,0.0029800347983837128,0.0,47.33668518066406,44.36433410644531
J-146,79.39999389648438,67.55619812011719,83.25286102294922,-1063.5214866066622,-1384.6221921776066,-916.946207626318,6.740544356800001,3.4412730768,6.739544356800001,150.0,150.0,0.24439712095580166,0.15239999999999998,29769.843500000003,18753.82623886304,202.47120288000002,0.055519372832,3.0,0.006600741297006607,0.0007313416572287679,0.00021405720326583833,0.0,44.7617073059082,41.82756042480469
J-147,45.02909851074219,63.357757568359375,79.4643783569336,-959.5836006620536,-1233.9612534180244,-724.1043511809345,6.445927724800001,3.1466564448,6.444927724800001,150.0,150.0,0.24628036271464876,0.15239999999999998,28319.958500000004,17840.455923149624,199.24861344,0.068137412112,3.0,0.014065789990127087,0.0015178441535681486,0.0004561432870104909,0.0,47.98445510864258,45.05038833618164
J-148,43.288394927978516,53.23320388793945,60.742042541503906,3278.232266581735,-160.58546240243467,-867.274250573076,8.1579561016,2.6756733888000004,8.1569561016,150.0,150.0,0.21417017839733224,0.15239999999999998,40355.33000000001,25422.26487122704,182.85375672,0.090218980852,3.0,0.041136786341667175,0.0013201874680817127,0.0007503950619138777,0.0,63.544769287109375,60.205936431884766
J-149,70.8984603881836,60.18796920776367,73.03728485107422,3295.7152415432092,-178.9282128309535,-941.2459381139859,8.2209570424,2.7386743296000002,8.2199570424,149.99999999999994,150.0,0.21369674777812797,0.15239999999999998,40768.72200000001,25682.68551255611,178.61926176000003,0.03469960802,3.0,0.0012791011249646544,7.951349834911525e-05,2.3332677301368676e-05,0.0,67.77013397216797,64.42684936523438
J-15,51.296546936035156,62.32191848754883,72.52294921875,2223.591824938281,-1764.1325352731944,-641.05127375196,8.036818828000001,1.8052548096,8.035818828,149.99999999999997,150.0,0.20375185256845113,0.15239999999999998,41523.85600000001,26158.390123601766,201.76373160000003,0.14510745172,3.0,0.07135680317878723,0.008071034215390682,0.001483248663134873,0.0,44.9434814453125,41.75338363647461
J-150,152.06324768066406,146.22544860839844,161.29067993164062,-4745.832365991306,-669.7751266325811,1865.9899519264786,5.857625015200001,1.0844028096,5.8566250152,145.55141496469702,140.0,0.30998968691023193,0.15239999999999998,21385.5705,14521.777804126308,202.14829776,0.003785411784,1.0,0.00011667492799460888,2.4397573724854738e-05,3.783682359426166e-06,0.0,46.15631103515625,43.86025619506836
J-151,41.017967224121094,49.35768508911133,69.93122863769531,-1692.0262908336006,-821.2127763573808,272.4072415990274,4.7993396032,2.0367013367999998,4.798339603199999,150.00000000000003,150.0,0.2505649444335187,0.1016,21627.79,13624.653941852921,204.23285544,0.043532235516,3.0,0.0202015433460474,1.693334706942551e-05,0.0006551212281920016,0.0,43.276580810546875,40.48982620239258
J-152,28.861570358276367,52.8198127746582,76.08038330078125,-1734.6750278938464,-979.2215924969365,128.24322295428277,5.157459181600001,2.3948209152,5.1564591816,150.0,150.0,0.2510042518650934,0.15239999999999998,22524.023000000005,14189.245353008137,200.84978880000003,0.079493647464,2.0,0.012969951145350933,0.0008500157855451107,0.00042060602572746575,0.0,46.65787887573242,43.87034225463867
J-153,62.63719940185547,58.28193283081055,69.1893310546875,-1639.9574774946605,-1349.97504121463,63.21790319062387,5.630205505600001,2.8675672391999996,5.6292055056,150.0,150.0,0.24032144135843678,0.15239999999999998,26062.647500000003,16418.439100619995,205.83381744000002,0.064982902292,3.0,0.025225119665265083,0.002033733995631337,0.0005950455088168383,0.0,41.618534088134766,38.80585479736328
J-154,39.15643310546875,41.04759216308594,73.55229949951172,-1570.3120033936896,-810.1253982091957,244.71710161236342,4.836693148000001,2.0740548816,4.835693148000001,150.0,150.0,0.2541752513041962,0.15239999999999998,20945.450000000004,13194.806677260287,201.65290632000003,0.023974274632,3.0,0.02241934835910797,0.0012917612912133336,0.0007270430796779692,0.0,45.85598373413086,43.068973541259766
J-155,49.59056854248047,53.84287643432617,62.74652099609375,3353.5773322957452,-240.81208357682394,-1124.2768924629304,8.4159629008,2.9336801880000007,8.4149629008,149.99999999999997,150.0,0.21227627509648778,0.15239999999999998,42048.28800000001,26488.761581621002,182.39670912,0.15457098118,3.0,0.020354509353637695,0.0022827351931482553,0.0003712960460688919,0.0,63.98051452636719,60.6313362121582
J-156,55.698978424072266,55.7276725769043,62.76226043701172,3345.812315964686,-141.31263544789178,-1285.8281871345475,8.3692559584,2.9838584976000004,8.3682559584,150.0,150.0,0.18586622329238905,0.1016,52268.986000000004,32927.397859030214,189.7393716,0.087695372996,3.0,0.028700634837150574,0.0022827351931482553,0.0005235415883362293,0.0,56.63718795776367,53.28769302368164
J-157,49.91233825683594,49.52908706665039,60.14044952392578,3169.267370480518,-41.327532238317424,-554.227599795853,7.7926045336,2.3103218208000005,7.791604533600001,150.0,150.0,0.2170666076803875,0.15239999999999998,37958.01000000001,23912.047905560048,186.87687288,0.09337349067200001,3.0,0.10262011736631393,0.012093800120055676,0.0018719410290941596,0.0,59.5345573425293,56.20192337036133
J-158,50.578372955322266,50.69813537597656,60.95302200317383,3212.412066934465,-87.22895945106978,-690.0567228848784,7.9369331247999995,2.4546504120000003,7.935933124800001,150.0,150.0,0.21589053421335855,0.15239999999999998,38905.04800000001,24508.64446118522,182.62408992000002,0.070661019968,3.0,0.06111454963684082,0.002202065195888281,0.0011148188496008515,0.0,63.774871826171875,60.43625259399414
J-159,36.99968719482422,63.173919677734375,80.60340118408203,-988.7108670703585,-1276.2289997971814,-778.1903584979033,6.528472136800001,3.2292008568,6.527472136800001,150.0,150.0,0.24573558165170412,0.15239999999999998,28726.181000000004,18096.360062495085,198.70158888,0.036592313912000005,3.0,0.008150397799909115,0.0007313416572287679,0.0002643114421516657,0.0,48.53135299682617,45.597206115722656
J-16,39.84825897216797,63.479549407958984,81.32339477539062,1844.5670373274825,-2373.4970909043213,-352.1210123802616,8.060471917600001,1.5310015608,8.059471917600002,149.99999999999997,150.0,0.24044577252329324,0.15239999999999998,37107.42830000001,23376.215011317367,204.04570824,0.123656784944,3.0,0.015525068156421185,0.002036452293395996,0.0005034665809944272,0.0,42.66398239135742,39.47509002685547
J-160,56.70092010498047,63.613037109375,82.60726928710938,-1014.6461149102497,-1313.5759428070533,-825.9896372296829,6.602078898400001,3.3028076184,6.601078898400001,150.0,150.0,0.24526127942530393,0.15239999999999998,29088.419000000005,18324.555703130995,201.07662096,0.033437804092,3.0,0.005099144298583269,0.0006543865310959518,0.0001653615036047995,0.0,46.15626907348633,43.222103118896484
J-161,44.077274322509766,56.50373458862305,66.26573944091797,-2085.3560257485415,-1177.3278078702733,55.904854977993416,5.464023364000001,2.7013850976000002,5.463023364,150.0,150.0,0.24590585796536968,0.15239999999999998,24458.877500000002,15408.127309525045,205.0705068,0.047948549264,3.0,0.04583809897303581,0.005401001311838627,0.0014864957192912698,0.0,42.3917121887207,39.58356475830078
J-162,36.451751708984375,53.48602294921875,66.65482330322266,-2015.380197565919,-1104.5155775492346,97.42975161561952,5.3344297192,2.5717914528000003,5.3334297192,150.00000000000003,150.0,0.24694354067226276,0.15239999999999998,23821.1135,15006.361165292468,204.82556952000002,0.057412078724000004,2.0,0.023716390132904053,0.002509304555132985,0.0007691052160225809,0.0,42.6380729675293,39.83058547973633
J-163,51.39336013793945,38.02248001098633,64.11186981201172,-2340.0072288916344,-126.7391579095446,476.81877186229474,3.522921632800001,0.7602833664,3.5219216328000003,149.99999999999997,150.0,0.2871330070694922,0.15239999999999998,12894.360000000006,8122.93779446123,206.38581024,0.05047215712000001,3.0,0.2301771640777588,0.018740028142929077,0.004627523478120565,0.0,41.6230583190918,39.102962493896484
J-164,52.556705474853516,57.74774169921875,71.552978515625,-1865.9179986700076,-1005.5661531569956,160.01483921783458,5.135692499199999,2.3730542328,5.134692499199999,150.00000000000006,150.0,0.247462258881935,0.1016,23283.07,14667.414999587914,201.27983112,0.0473176473,3.0,0.03737005963921547,0.00010978293721564114,0.0012118836166337132,0.0,46.22446823120117,43.43547821044922
