,age_h,age_mean_h,age_max_h,emb0,emb1,emb2,dist_src_km,dist_tank_km,path_len_km,path_mean_rough,path_min_rough,path_mean_diam_m,path_min_diam_m,path_sum_L_over_D,path_wall_index,elevation_m,demand_lps,degree,inc_vel_mean_ms,inc_vel_min_ms,inc_abs_flow_m3s,inc_frac_sloshing,pressure_mean_m,pressure_min_m
103,1.0828672647476196,8.220911979675293,26.372060775756836,-1286.1054547809947,1944.8513302694264,-2935.4989137971324,4.740639999999999,4.4284392,4.73964,111.7363344051447,110.0,0.4527897106109325,0.4064,10479.166666666666,16039.896625298952,13.1064,8.40361416048,2.0,0.4945313334465027,0.0054548801854252815,0.0641491562128067,0.0,37.52999496459961,31.0396671295166
105,1.1320300102233887,7.527551651000977,25.83104133605957,-1723.8950204022929,1126.6450296747769,-1734.7092638643883,5.103352,3.7258751999999995,5.102352,113.03464755077657,110.0,0.4340759856630825,0.30479999999999996,12006.666666666666,17567.396625298952,8.6868,8.540519886668001,3.0,0.5284257531166077,0.010886955074965954,0.038557037711143494,0.6666666666666666,40.54570388793945,35.8929328918457
107,1.4868519306182861,7.690601348876953,25.783443450927734,-1309.412011117418,891.4284601222961,-1643.3178184354117,5.5514079999999995,3.3098232,5.550407999999999,114.40417353102691,110.0,0.42364019769357497,0.30479999999999996,13476.666666666666,19037.396625298952,6.7056000000000004,3.447248331296,2.0,0.31900081038475037,0.00967417936772108,0.014839740470051765,0.0,42.40011215209961,37.87447738647461
109,1.5106326341629028,6.835557460784912,23.94791030883789,-1010.7891254763038,906.9876084768418,-1739.5412605134873,5.941552,3.2275272,5.940551999999999,115.42842483324783,110.0,0.44341180092355054,0.4064,13434.166666666666,18994.896625298952,6.1874400000000005,14.599071446960002,2.0,0.6030200719833374,0.0054548801854252815,0.057124048471450806,0.0,43.41041946411133,37.96915817260742
111,1.7848278284072876,8.125460624694824,25.088665008544922,-1129.108052898779,325.5752953314428,-915.1653060639359,6.499336,2.6179272,6.498335999999999,116.67917448405254,110.0,0.39701200750469046,0.2032,17561.666666666664,23122.396625298952,3.048,8.955022477016,4.0,0.45467713475227356,0.016008030623197556,0.03317590430378914,0.0,45.05849075317383,41.51530075073242
113,2.1439616680145264,8.85525894165039,23.897619247436523,-736.2873875588849,110.72620071743145,-793.200817697124,6.755368,2.1058632,6.7543679999999995,117.18411552346572,110.0,0.38434693140794224,0.2032,19401.666666666664,24962.396625298952,0.6096,1.262434829964,3.0,0.40836283564567566,0.007810530252754688,0.025063591077923775,0.0,47.11537551879883,44.018707275390625
115,2.12553334236145,8.222891807556152,23.32525634765625,-1400.9891523374508,297.33763264023054,-841.6861665185786,6.1457679999999995,2.7154632,6.144767999999999,115.91269841269843,110.0,0.4023178571428572,0.2032,16401.666666666664,21962.396625298952,4.2672,3.28699923244,4.0,0.34296441078186035,0.00967417936772108,0.017256762832403183,0.0,43.96623229980469,40.4765625
117,1.626893162727356,7.775493144989014,24.942691802978516,-2120.46968750411,417.0717768776083,-588.6878699159237,6.237208000000001,2.7352752000000002,6.236208,116.11925708699901,110.0,0.4105712609970674,0.30479999999999996,15726.666666666666,21287.396625298952,4.1452800000000005,7.426347018244,3.0,0.3635745942592621,0.06729355454444885,0.026528531685471535,0.6666666666666666,44.4337158203125,41.46061325073242
119,6.0867600440979,8.00560474395752,24.66282081604004,-2591.313948717132,292.2764517050563,134.89592760287204,6.886432,2.1500592000000003,6.885432,117.42806551571492,110.0,0.38982647189021696,0.2032,19054.166666666664,24614.896625298952,0.6096,11.112076291932,4.0,0.6852105259895325,0.002054858021438122,0.2333664745092392,0.25,48.41218185424805,46.88682556152344
120,2.6330511569976807,7.53711462020874,24.74665069580078,-2695.77684050887,426.2911392690103,-186.15722142810156,6.663928,2.1652991999999998,6.662928,117.0082342177493,110.0,0.3926658737419945,0.2032,18324.166666666664,23884.896625298952,0.0,0.0,4.0,0.5009719133377075,0.002054858021438122,0.027004914358258247,0.75,48.9388542175293,47.031944274902344
121,7.369002819061279,7.9575514793396,24.527252197265625,-3211.090565298644,259.1383859644763,313.85766003247716,7.288768,1.5404592,7.287768,118.12212463404431,110.0,0.37642141363446263,0.2032,21399.166666666664,26959.896625298952,-0.6096,2.626444876132,4.0,0.6966517567634583,0.0055374703370034695,0.2637603282928467,0.25,50.22914505004883,48.724647521972656
123,3.6533186435699463,3.2438900470733643,3.699814796447754,-3635.153786287631,33.63523483779874,304.10968968218396,7.7459679999999995,1.9976592,7.744968,119.47264856355766,110.0,0.3991828414010232,0.2032,21999.166666666664,27425.240053849073,3.3528000000000002,0.0630901964,2.0,1.1814289093017578,0.8072198033332825,0.5387747883796692,0.0,46.8474235534668,45.11355209350586
125,104.35879516601562,42.77491760253906,111.35879516601562,-3257.032495185001,670.2722470690227,503.9534980256299,7.572232,1.2569952,7.571232,118.56682769726248,110.0,0.38515152979066025,0.2032,21864.166666666664,27424.896625298952,3.3528000000000002,2.87691295584,3.0,0.304190069437027,0.0055374703370034695,0.06327306479215622,0.6666666666666666,46.218353271484375,44.804908752441406
127,104.35879516601562,55.62620162963867,112.35879516601562,-3409.237763205606,2086.8103179889563,1150.1280668760628,8.559784,0.2694432,8.558784,119.88603988603988,110.0,0.41231581196581196,0.2032,23309.166666666664,28869.896625298952,17.0688,1.1141728684240002,3.0,0.2683393061161041,0.02811010181903839,0.06509409844875336,0.6666666666666666,32.3796501159668,31.276792526245117
129,104.35879516601562,56.783634185791016,113.35879516601562,-3454.734025236023,2494.4148374620763,1345.3816947127784,8.834104,0.5437632,8.833103999999999,120.200138026225,110.0,0.41844265010351966,0.2032,23759.166666666664,29319.896625298952,15.5448,0.0,3.0,0.14827395975589752,0.01330702193081379,0.009953300468623638,0.0,33.9018669128418,32.79973602294922
131,118.1588134765625,73.29121398925781,127.1588134765625,-3692.7334101484257,4962.829342790575,2107.6405814731393,10.809207999999998,2.5188672000000003,10.808207999999999,121.99097574732095,110.0,0.41624196277495773,0.2032,28619.166666666664,34179.89662529895,1.8288000000000002,2.6971058961,1.0,0.022239012643694878,0.01330702193081379,0.0028847798239439726,0.0,47.6135139465332,46.51240539550781
139,104.35879516601562,55.80875015258789,113.35879516601562,-3603.8508711494337,3753.4785846598397,1953.1084834453322,9.672304,1.3819632000000002,9.671304,121.04947998739364,110.0,0.3997878348566026,0.2032,27884.166666666664,33444.89662529895,9.4488,0.371601256796,2.0,0.3653009235858917,0.16214831173419952,0.011846441775560379,0.0,39.21339797973633,37.84026336669922
141,61.2912483215332,51.76017379760742,113.35879516601562,-3531.970139457213,4494.463312456399,2523.7791298254547,10.260568,2.0068032000000002,10.259568,121.56268568033273,110.0,0.35984087938205583,0.2032,30459.166666666668,36019.896625298956,1.2192,0.62143843454,3.0,0.34777188301086426,0.0077196285128593445,0.013403632678091526,0.3333333333333333,46.89175033569336,44.84113693237305
143,61.3559684753418,39.64202117919922,113.35879516601562,-3593.0070635057295,5099.307045011312,2806.1804546039853,10.687287999999999,2.4335232000000007,10.686288,121.8996006845408,110.0,0.35358596691386196,0.2032,32559.166666666668,38119.896625298956,-1.3716000000000002,0.39115921768,2.0,0.5203791856765747,2.5851801255249995e-10,0.01687551662325859,0.0,48.33878707885742,44.135807037353516
145,7.389752388000488,31.41889190673828,113.35879516601562,-2820.931129011943,3626.5077123555675,1579.5569464827868,9.190719999999999,3.0766512,9.18972,120.5804311774461,110.0,0.36624862354892207,0.2032,26949.166666666668,32509.896625298952,0.3048,1.743182126532,2.0,0.16129976511001587,0.035808563232421875,0.011769373901188374,1.0,47.912418365478516,46.1259765625
147,6.818861961364746,17.45218849182129,112.35879516601562,-2724.9336857842136,2548.1094109106384,1017.7523067813908,8.52016,3.5826192000000003,8.51916,119.83899821109124,110.0,0.371085366726297,0.2032,24749.166666666668,30309.896625298952,5.638800000000001,0.5394211792200001,2.0,0.1665201485157013,0.028711481019854546,0.01215028390288353,1.0,42.66859817504883,41.07294845581055
149,6.604938507080078,14.308876037597656,93.88228607177734,-2696.462727518997,2148.0529473972542,835.412111515266,8.251935999999999,3.3143952000000003,8.250936,119.50868119689693,110.0,0.3719265607683783,0.2032,24044.166666666664,29604.896625298952,4.8768,1.7078516165480002,2.0,0.28138822317123413,0.010673295706510544,0.012525297701358795,0.5,43.469696044921875,41.95371627807617
151,6.519171714782715,27.731470108032227,97.67897033691406,-2672.1089758864186,1722.7904350100675,671.3477570482082,7.94104,3.0034992000000003,7.94004,119.0978886756238,110.0,0.3785331285988484,0.2032,22514.166666666664,28074.896625298952,10.2108,9.115271575872,3.0,0.231558695435524,0.010673295706510544,0.01155825424939394,0.0,38.544498443603516,37.287540435791016
153,104.35879516601562,43.82757568359375,112.35879516601562,-2878.0249553205845,1904.0008699054774,816.4845909012711,8.297656000000002,2.6468832000000004,8.296656,119.56649522409991,110.0,0.37667024246877295,0.2032,23509.166666666668,29069.896625298952,20.177760000000003,2.786693974988,2.0,0.19261305034160614,0.05578500032424927,0.008075529709458351,0.0,28.591890335083008,27.332260131835938
157,4.558928489685059,8.117655754089355,24.8319034576416,-1900.8291751867887,70.42901665734999,443.3267219836642,7.520416,2.7840432,7.5194160000000005,119.4154843940008,110.0,0.4212055127685448,0.2032,19886.166666666664,25260.172846221787,3.99288,3.267441271556,2.0,0.9214639663696289,0.8345062732696533,0.4202212691307068,0.0,44.48689270019531,43.01956558227539
159,4.597848415374756,9.161256790161133,25.07024383544922,-944.3403611232719,-220.3889644815967,714.6680022685274,8.407384,2.3667720000000005,8.406384,121.69289340101523,110.0,0.4584525018129079,0.2032,20875.166666666664,25987.93909760902,1.8288000000000002,2.6068869152480003,2.0,0.9145752191543579,0.8290185332298279,0.41707971692085266,0.0,45.9044075012207,44.516380310058594
161,4.79595422744751,9.22732925415039,23.309106826782227,-314.0584817589037,-224.32645701926066,165.70211429413808,8.072104,1.7571720000000002,8.071104,119.27492447129907,110.0,0.36254471299093655,0.2032,24871.666666666664,30432.396625298956,1.2192,0.9968251031200002,3.0,0.7019973397254944,0.08609170466661453,0.27949631214141846,0.3333333333333333,46.00728988647461,44.54134750366211
163,4.859567642211914,9.151083946228027,23.61190414428711,-172.83435674494376,-264.6744305108207,203.56907176054753,8.203168,1.626108,8.202168,119.6220735785953,110.0,0.368927684875511,0.2032,25043.666666666664,30565.79507481666,1.524,0.5943096500880001,3.0,0.6044355034828186,0.0010570656741037965,0.2754346430301666,0.0,45.59461975097656,44.11302185058594
164,11.280923843383789,13.287959098815918,28.66297721862793,-155.84762268225032,-242.18214275229286,192.77835682738808,8.248887999999999,1.671828,8.247888,119.67960088691795,110.0,0.36885380635624543,0.2032,25172.23809523809,30694.366503388086,1.524,0.0,2.0,0.0017665935447439551,0.0010570656741037965,0.00017544860020279884,0.0,45.59461975097656,44.11302185058594
166,34.934757232666016,36.861148834228516,52.463558197021484,-100.35762474411527,-168.70733607442068,157.5286880457315,8.39824,1.8211800000000002,8.39724,119.86315789473682,110.0,0.3686180762250454,0.2032,25592.23809523809,31114.366503388086,-0.6096,0.16403451064000002,1.0,0.0017665935447439551,0.0010570656741037965,0.00017544860020279884,0.0,47.728214263916016,46.246612548828125
167,5.22489595413208,8.993541717529297,25.788105010986328,404.9383523433912,-324.2096582572427,-36.89695469014728,8.297656,1.0988040000000001,8.296656,119.80492285084493,110.0,0.37334827332843495,0.2032,24927.666666666664,30435.431707195334,-1.524,0.9185932595840001,1.0,0.03029708005487919,0.01812867820262909,0.0009825121378526092,0.0,48.19453430175781,46.65861892700195
169,5.0556535720825195,8.927848815917969,25.388431549072266,396.5900831197502,-331.57181817158585,-31.5742096241487,8.279367999999998,1.080516,8.278368,119.7824005891016,110.0,0.3737241531664212,0.2032,24837.666666666664,30345.431707195334,-1.524,0.0,4.0,0.5120335817337036,0.01812867820262909,0.20663982629776,0.0,48.194698333740234,46.658966064453125
171,5.1860785484313965,8.9631929397583,25.71285629272461,810.951404975069,-442.5845736387529,54.84341848279519,8.666463999999998,0.7220712000000001,8.665464,120.7302145620823,110.0,0.39106887091100956,0.2032,25345.666666666664,30739.422476701104,-1.2192,2.481968326376,3.0,0.6104223132133484,0.15970677137374878,0.26196324825286865,0.0,47.5975227355957,46.06840133666992
173,5.192093849182129,8.967580795288086,25.71896743774414,827.1926679334447,-446.87419526981324,58.57439087075047,8.681703999999998,0.7373112,8.680704,120.76580056179773,110.0,0.39172008426966304,0.2032,25365.666666666664,30754.93392431944,-1.2192,0.0,2.0,0.8543477058410645,0.6017260551452637,0.3040888011455536,0.0,47.5904541015625,46.06122589111328
177,3.165266275405884,27.92423439025879,83.56859588623047,1005.5987101600606,-310.7586680446035,-408.16397765698576,8.477488,0.4020312000000001,8.476488,119.7878460985257,110.0,0.36818583243437614,0.2032,25051.666666666664,30612.396625298956,2.4384,3.6699567245880003,2.0,0.34477269649505615,0.009606556966900826,0.02515663392841816,1.0,43.88580322265625,42.36923599243164
179,3.1566193103790283,28.16583251953125,83.56859588623047,1014.3312848773973,-309.00863969826327,-423.18350796516864,8.468343999999998,0.39288720000000005,8.467343999999999,119.77681785457163,110.0,0.36825428365730745,0.2032,25021.666666666664,30582.396625298956,2.4384,0.0,3.0,0.32997745275497437,0.00034529532422311604,0.02407708764076233,0.6666666666666666,43.88875961303711,42.37318420410156
181,5.105508804321289,15.109832763671875,44.214881896972656,996.8661354427237,-312.5086963909411,-393.14444734880203,8.486632,0.4111752000000001,8.485631999999999,119.79885057471263,110.0,0.3681175287356322,0.2032,25081.666666666664,30642.396625298956,2.4384,0.0,3.0,0.3472900390625,0.009606556966900826,0.07694687694311142,0.3333333333333333,43.88405227661133,42.36693572998047
183,3.097017526626587,12.677456855773926,80.16757202148438,1042.394178007059,-330.837008361721,-509.1320733472673,8.404335999999999,0.45689520000000006,8.403336,119.69894813202755,110.0,0.36873761334784194,0.2032,24811.666666666664,30372.396625298956,3.3528000000000002,0.0,3.0,0.31716039776802063,0.00034529532422311604,0.018421020358800888,0.0,42.9923210144043,41.43882751464844
184,3.099391460418701,11.03503704071045,46.3205451965332,1241.0407704914712,-380.764821022204,-497.30844457083396,8.59023352,0.64279272,8.58923352,119.92189468379942,110.0,0.3651548685410523,0.2032,25726.516666666663,31287.246625298954,4.8768,0.0,2.0,0.8298633098602295,0.44924867153167725,0.03726257383823395,0.0,41.131595611572266,39.401023864746094
185,3.0921056270599365,11.02478313446045,46.315460205078125,1208.368406712179,-372.39820051211177,-500.24684820609923,8.559784,0.6123432,8.558784,119.88603988603987,110.0,0.36573105413105417,0.2032,25576.666666666664,31137.396625298956,4.8768,1.61826353766,3.0,0.6258489489555359,0.2034474015235901,0.02541867084801197,0.0,41.34232711791992,39.58424377441406
187,2.759244680404663,8.369929313659668,24.642717361450195,755.2536731408513,-263.1751014823745,-585.131862979073,8.145256,1.0207752,8.144255999999999,119.37125748502993,110.0,0.3688703592814372,0.2032,24211.666666666664,29772.396625298956,3.81,0.0,3.0,0.4879484176635742,0.04271605238318443,0.02096271701157093,0.3333333333333333,42.764892578125,40.79935073852539
189,2.818610191345215,8.269238471984863,22.62037467956543,599.4611617088489,-230.19890349984865,-590.9066015030504,7.992856,0.8683752,7.991855999999999,119.16857360793286,110.0,0.3720295957284516,0.2032,23461.666666666664,29022.396625298956,1.2192,6.808693995488,4.0,0.2787858843803406,0.008160088211297989,0.018006015568971634,0.5,45.36323928833008,43.57223892211914
191,2.3298912048339844,8.352702140808105,24.679058074951172,-46.47662454509377,-56.98272571532359,-737.3344999349092,7.4198319999999995,1.7583912,7.418831999999999,118.33196384552178,110.0,0.3772223500410846,0.2032,21581.666666666664,27142.396625298952,7.62,5.16708708516,3.0,0.2880585491657257,0.008483617566525936,0.021018436178565025,0.3333333333333333,39.469722747802734,36.996883392333984
193,2.4100685119628906,8.584712028503418,22.755279541015625,-186.77506631328728,-47.74274096155279,-730.6637902274107,7.261335999999999,1.5998952,7.260336,118.07724601175484,110.0,0.3788033585222502,0.2032,21061.666666666664,26622.396625298952,5.486400000000001,4.498961905284001,4.0,0.27897241711616516,0.001810637884773314,0.020355461165308952,0.5,41.61207580566406,39.17877960205078
195,2.6900877952575684,8.39345645904541,25.88421058654785,-148.65053995107138,10.064116817007461,-778.6352354677,7.371064,1.7096232,7.370063999999999,118.25475599669149,110.0,0.37770157154673284,0.2032,21421.666666666664,26982.396625298952,4.7244,0.0,2.0,0.20786622166633606,0.038262978196144104,0.009333622641861439,1.0,42.37679672241211,39.96406555175781
197,2.1671440601348877,9.106124877929688,26.00989532470703,-229.9315070895173,93.9437328290956,-849.4001842895005,7.349727999999999,2.1089112,7.3487279999999995,118.2206553297387,110.0,0.38634126918291173,0.2032,20351.666666666664,25912.396625298952,7.010400000000001,1.0750569466559998,2.0,0.4051005244255066,0.026689959689974785,0.02955850586295128,0.0,40.36494827270508,37.585472106933594
199,5.493669509887695,9.640318870544434,25.983779907226562,2126.5146831432385,-790.0696387817675,356.96085417527024,9.900903999999999,1.9565112000000002,9.899904000000001,123.25769704433495,110.0,0.41855258620689656,0.2032,27365.666666666664,32306.078686153174,-0.6096,7.527922234448,3.0,0.7098689079284668,0.03607703000307083,0.2000419646501541,0.0,45.30402755737305,43.7504768371582
201,5.543261528015137,9.776164054870605,25.379127502441406,2330.7827839195384,-843.6283683520854,403.74761801361353,10.092927999999999,2.1485352000000004,10.091928,123.59528843249772,110.0,0.42218773784355185,0.2032,27680.666666666664,32550.383986141987,0.030480000000000004,2.8144536614040003,3.0,0.6910081505775452,0.027304427698254585,0.19380144774913788,0.3333333333333333,44.42399978637695,42.87627029418945
203,5.5530195236206055,9.80245304107666,25.282054901123047,2357.362932681868,-840.3281966459401,401.56702028473796,10.129503999999997,2.1851112,10.128504,123.61841709298825,110.0,0.4228645200120374,0.2032,27740.666666666664,32610.383986141987,0.6096,0.0630901964,1.0,0.9752213954925537,0.9442018866539001,0.2846314311027527,0.0,43.793277740478516,42.24622344970703
204,2.7688257694244385,8.404557228088379,24.674842834472656,787.8251655933731,-271.42841777846706,-582.6414330360232,8.17570552,1.0162032,8.17470552,119.41084791516745,110.0,0.36825326268927183,0.2032,24361.516666666663,29922.246625298954,6.4008,0.0,2.0,0.6160826683044434,0.2410288155078888,0.027663379907608032,0.0,40.0488395690918,38.156333923339844
205,3.8508658409118652,11.274004936218262,50.49305725097656,2544.831537108474,-805.1832703560904,-2.506400640401028,9.97097752,2.02353672,9.96997752,121.31761332196061,110.0,0.35679631181996885,0.2032,30256.516666666663,35817.246625298954,6.4008,4.123575236704,3.0,0.32978543639183044,0.0022613373585045338,0.024063073098659515,0.3333333333333333,38.28168869018555,36.72418975830078
206,5.031412124633789,11.253570556640625,40.7772102355957,3026.9890526396184,-954.9322499728506,161.54676591710148,10.473897520000001,2.4533352,10.47289752,121.73455103187143,110.0,0.3542993920238417,0.2032,31906.516666666663,37467.246625298954,0.3048,0.0,2.0,0.5011243224143982,0.20967623591423035,0.036564961075782776,0.0,43.9591178894043,42.517391204833984
207,4.962765216827393,11.242024421691895,40.18690490722656,2880.9116241842253,-917.3749010143764,138.02457598130286,10.33673752,2.3892967200000004,10.33573752,121.6248647150242,110.0,0.354956271767242,0.2032,31456.516666666663,37017.246625298954,2.7432000000000003,4.377828728196,3.0,0.36501970887184143,0.007875865325331688,0.0266339723020792,0.0,41.660457611083984,40.153343200683594
208,5.099199295043945,11.124028205871582,40.822933197021484,3192.5434715557267,-997.4972454591242,188.2052478443411,10.629345520000001,2.2978872,10.62834552,121.8554397919122,110.0,0.35357542407635234,0.2032,32416.516666666663,37977.246625298954,4.8768,0.0,2.0,0.5011243224143982,0.20967623591423035,0.036564961075782776,0.0,39.22874069213867,37.861114501953125
209,5.23607063293457,11.110820770263672,41.5005989074707,3479.8290808513307,-1071.3600317441249,234.46555471807687,10.899093520000001,2.0281392,10.89809352,122.05703274236537,110.0,0.35236814198893013,0.2032,33301.51666666668,38862.246625298954,-0.6096,0.054888470868,2.0,0.3912770748138428,0.11753667145967484,0.036535605788230896,0.0,44.4403076171875,43.2012825012207
211,5.568766117095947,11.045329093933105,44.9029655456543,3872.6150551424935,-1172.3475700546887,297.714109878783,11.267901519999999,1.6593312,11.26690152,122.31703589080452,110.0,0.35413680762020183,0.2032,34209.01666666668,39769.746625298954,2.1336,0.546992002788,3.0,0.22068007290363312,0.020509399473667145,0.024142486974596977,0.0,41.60482406616211,40.310577392578125
213,6.125848293304443,10.631173133850098,25.04938316345215,4172.504139957183,-1231.2204786565135,330.02836426896164,11.56965352,1.9366992,11.56865352,122.51743516647389,110.0,0.3555000192333533,0.2032,34951.51666666668,40512.246625298954,2.1336,0.879477337816,3.0,0.1357555389404297,0.04460565745830536,0.012104940600693226,0.0,41.58394241333008,40.26264953613281
215,9.40564250946045,16.507944107055664,47.446266174316406,5453.94040048979,-1467.6323145657034,454.6300328142517,12.875721519999999,3.2427672000000003,12.87472152,123.27649923413645,110.0,0.3606635356617795,0.2032,38165.26666666668,43725.996625298954,2.1336,5.816285206116,2.0,0.06993453949689865,0.027498064562678337,0.009071704000234604,0.0,41.54253005981445,40.145851135253906
217,12.252806663513184,19.7457275390625,49.69004821777344,5950.36611635539,-1559.2177632493117,502.90045750157987,13.38168952,3.7487352,13.38068952,123.530736972066,110.0,0.36239298221636035,0.2032,39410.26666666668,44970.996625298954,1.8288000000000002,1.5280445568079999,3.0,0.03170551732182503,0.012617027387022972,0.0034293446224182844,0.0,41.84305953979492,40.4386100769043
219,56.17985534667969,25.991912841796875,56.17985534667969,6561.07625995275,-1669.9202456826906,560.3422120503955,14.00652952,4.3735752,14.00552952,123.81935542841225,110.0,0.36208992141441,0.2032,41167.40952380953,46728.13948244181,1.2192,2.6068869152480003,1.0,0.02807524800300598,0.016799213364720345,0.0027882829308509827,0.0,42.4501838684082,41.04123306274414
225,56.90931701660156,26.2200927734375,56.90931701660156,6414.487352264978,-1642.8464346835453,546.0368805366713,13.857177519999999,4.2242232,13.85617752,123.75273592770772,110.0,0.36041662388170675,0.2032,40970.26666666668,46530.996625298954,2.4384,1.43845647792,1.0,0.02108587883412838,0.012617027387022972,0.0015385490842163563,0.0,41.23213195800781,39.82526779174805
229,7.017510890960693,10.373869895935059,27.586841583251953,4757.883289611462,-1363.3884241159587,405.11773392067374,12.14267752,1.2661391999999998,12.14167752,122.87057329125966,110.0,0.3485673035453835,0.2032,37474.01666666668,43034.746625298954,3.2004,4.049128804952001,3.0,0.08424261212348938,0.003206796944141388,0.002937865676358342,0.3333333333333333,40.35884475708008,39.022605895996094
231,22.606164932250977,23.559356689453125,56.218360900878906,5337.186500666633,-1466.8029401559727,455.3872685028886,12.74008552,1.8635472,12.739085519999998,123.20491256110195,110.0,0.3465148063519711,0.2032,39434.01666666668,44994.746625298954,1.524,1.039726436672,1.0,0.01524102222174406,0.009119675494730473,0.001112074125558138,0.0,42.034332275390625,40.69643020629883
237,6.282037258148193,10.749271392822266,41.6265754699707,4504.319860415263,-1300.8127166531797,366.422836049465,11.90188552,1.0253472,11.90088552,122.72632277198814,110.0,0.3515085370944732,0.2032,36289.01666666668,41849.746625298954,4.2672,0.9848379658040001,3.0,0.17894811928272247,0.003206796944141388,0.012141830287873745,0.3333333333333333,39.29201126098633,37.97705078125
239,6.427762031555176,12.412425994873047,59.33005905151367,4657.924742782214,-1330.9037049277151,382.081109894469,12.05733352,0.8698992,12.05633352,122.8201057264713,110.0,0.35090630187410404,0.2032,36799.01666666668,42359.746625298954,3.9624,2.8144536614040003,3.0,0.14569832384586334,0.00698050344362855,0.010631002485752106,0.0,39.55179977416992,38.25422668457031
241,6.459712982177734,14.558747291564941,108.85331726074219,4668.328172359971,-1332.8177045767218,383.02980505225094,12.06800152,0.8714232,12.06700152,122.82645321155142,110.0,0.35086554095867883,0.2032,36834.01666666668,42394.746625298954,3.9624,0.0,3.0,0.06384772807359695,0.002401662291958928,0.003847343847155571,0.0,39.55139923095703,38.254066467285156
